"Localidades";"Períodos";"Consumo de Energia Elétrica - Total (Em MWh)";"Consumo de Energia Elétrica -  Comércio e Serviços (Em MWh)";"Consumo de Energia Elétrica - Industrial (Em MWh)";"Consumo de Energia Elétrica - Residencial (Em MWh)";"Consumo de Energia Elétrica - Rural (Em MWh)";"Consumo de Energia Elétrica - Iluminação e Serviços Públicos e Outros (Em MWh)";"Cód. IBGE"
"Rio Grande da Serra";"2016";"58232";"9670";"11618";"29945";"29";"6969";3544103
"Rio Grande da Serra";"2017";"59502";"16682";"5475";"30287";"25";"7033";3544103
"Rio Grande da Serra";"2018";"57052";"14831";"4819";"30380";"26";"6996";3544103
"Rio Grande da Serra";"2019";"57915";"16355";"4717";"29863";"29";"6952";3544103
"Riolândia";"2015";"15662";"1797";"108";"5581";"3964";"4213";3544202
"Riolândia";"2016";"16293";"1607";"227";"5355";"5154";"3950";3544202
"Riolândia";"2017";"16071";"1713";"159";"5778";"4260";"4161";3544202
"Riolândia";"2018";"17970";"2264";"527";"6019";"5084";"4076";3544202
"Riolândia";"2019";"18209";"2006";"658";"6382";"4982";"4181";3544202
"Riversul";"2015";"5717";"510";"155";"2497";"1452";"1102";3543501
"Riversul";"2016";"5482";"490";"152";"2401";"1513";"926";3543501
"Riversul";"2017";"5876";"552";"157";"2601";"1598";"968";3543501
"Riversul";"2018";"5963";"582";"132";"2671";"1697";"881";3543501
"Riversul";"2019";"6198";"649";"228";"2755";"1693";"873";3543501
"Rosana";"2015";"29153";"5958";"492";"13788";"3228";"5687";3544251
"Rosana";"2016";"27787";"5688";"423";"13018";"3088";"5571";3544251
"Rosana";"2017";"29966";"5823";"349";"13741";"3703";"6350";3544251
"Rosana";"2018";"29268";"5867";"344";"13623";"3478";"5956";3544251
"Rosana";"2019";"31496";"6300";"576";"14758";"3656";"6206";3544251
"Roseira";"2015";"20306";"4494";"4129";"7559";"712";"3413";3544301
"Roseira";"2016";"20450";"4590";"3799";"7620";"690";"3751";3544301
"Roseira";"2017";"21164";"4255";"4792";"7779";"746";"3592";3544301
"Roseira";"2018";"21084";"4444";"4734";"7786";"731";"3389";3544301
"Roseira";"2019";"21949";"4836";"4763";"8041";"775";"3534";3544301
"Rubiácea";"2015";"3842";"304";"2";"1810";"930";"797";3544400
"Rubiácea";"2016";"3846";"267";"2";"1827";"960";"789";3544400
"Rubiácea";"2017";"4106";"276";"1";"1920";"1114";"795";3544400
"Rubiácea";"2018";"4425";"287";"1";"2027";"1287";"823";3544400
"Rubiácea";"2019";"4540";"324";"1";"2093";"1202";"920";3544400
"Rubinéia";"2015";"7874";"875";"119";"3189";"2166";"1526";3544509
"Rubinéia";"2016";"8243";"866";"86";"3213";"2665";"1412";3544509
"Rubinéia";"2017";"8966";"1055";"75";"3724";"2673";"1439";3544509
"Rubinéia";"2018";"9990";"1011";"68";"3951";"3540";"1420";3544509
"Rubinéia";"2019";"10650";"1024";"67";"4475";"3473";"1611";3544509
"Sabino";"2015";"8665";"941";"59";"4966";"1178";"1522";3544608
"Sabino";"2016";"8716";"1063";"34";"4841";"1204";"1574";3544608
"Sabino";"2017";"9252";"1268";"40";"5065";"1279";"1600";3544608
"Sabino";"2018";"9643";"1419";"44";"5195";"1384";"1602";3544608
"Sabino";"2019";"10124";"1208";"58";"5323";"1798";"1737";3544608
"Sagres";"2015";"2937";"254";"199";"1234";"719";"531";3544707
"Sagres";"2016";"2966";"239";"116";"1310";"733";"568";3544707
"Sagres";"2017";"2899";"286";"117";"1319";"630";"547";3544707
"Sagres";"2018";"3006";"291";"112";"1384";"656";"564";3544707
"Sagres";"2019";"3102";"318";"103";"1456";"624";"601";3544707
"Sales";"2015";"13157";"1992";"628";"6256";"1581";"2700";3544806
"Sales";"2016";"12956";"1838";"341";"6529";"1559";"2688";3544806
"Sales";"2017";"13526";"1968";"410";"6780";"1614";"2754";3544806
"Sales";"2018";"14155";"2085";"498";"7091";"1739";"2742";3544806
"Sales";"2019";"14955";"2288";"566";"7518";"1777";"2806";3544806
"Sales Oliveira";"2015";"27769";"3116";"7550";"9828";"3465";"3809";3544905
"Sales Oliveira";"2016";"26959";"2949";"6933";"9425";"3896";"3756";3544905
"Sales Oliveira";"2017";"28826";"2867";"8115";"10150";"3674";"4020";3544905
"Sales Oliveira";"2018";"29371";"2827";"7913";"10555";"4007";"4069";3544905
"Sales Oliveira";"2019";"29887";"2906";"7723";"11106";"3774";"4377";3544905
"Salesópolis";"2015";"19958";"2833";"53";"10498";"4319";"2255";3545001
"Salesópolis";"2016";"19985";"2586";"42";"10455";"4571";"2332";3545001
"Salesópolis";"2017";"20253";"2681";"43";"10628";"4629";"2272";3545001
"Salesópolis";"2018";"20648";"2854";"42";"10929";"4512";"2311";3545001
"Salesópolis";"2019";"20688";"2821";"35";"11225";"4365";"2243";3545001
"Salmourão";"2015";"4772";"630";"76";"2653";"235";"1178";3545100
"Salmourão";"2016";"4920";"617";"59";"2725";"261";"1258";3545100
"Salmourão";"2017";"5033";"620";"40";"2812";"267";"1294";3545100
"Salmourão";"2018";"5107";"649";"35";"2931";"260";"1232";3545100
"Salmourão";"2019";"5212";"691";"23";"3129";"245";"1124";3545100
"Saltinho";"2015";"21767";"2350";"6874";"7771";"2893";"1878";3545159
"Saltinho";"2016";"22701";"2239";"8141";"7736";"2671";"1914";3545159
"Saltinho";"2017";"23516";"2296";"9244";"7902";"2220";"1853";3545159
"Saltinho";"2018";"23252";"2335";"8484";"8139";"2391";"1904";3545159
"Saltinho";"2019";"23922";"2318";"8588";"8596";"2449";"1970";3545159
"Salto";"2015";"605022";"42676";"419433";"116955";"1741";"24216";3545209
"Salto";"2016";"604934";"41459";"422409";"114727";"1745";"24593";3545209
"Salto";"2017";"629186";"42659";"441593";"117799";"1625";"25511";3545209
"Salto";"2018";"648620";"45872";"454790";"120236";"1878";"25843";3545209
"Salto";"2019";"624664";"48838";"422255";"125427";"2112";"26031";3545209
"Salto de Pirapora";"2015";"350918";"8271";"296378";"34678";"1564";"10026";3545308
"Salto de Pirapora";"2016";"357753";"8313";"303947";"34090";"1553";"9850";3545308
"Salto de Pirapora";"2017";"367587";"9045";"311668";"35081";"1637";"10157";3545308
"Salto de Pirapora";"2018";"346550";"9304";"290582";"35171";"1726";"9767";3545308
"Salto de Pirapora";"2019";"359450";"9332";"302870";"36298";"1767";"9183";3545308
"Salto Grande";"2015";"15592";"2197";"2121";"6112";"2767";"2394";3545407
"Salto Grande";"2016";"15671";"2157";"2077";"6219";"2934";"2284";3545407
"Salto Grande";"2017";"16030";"2131";"1903";"6493";"3227";"2277";3545407
"Salto Grande";"2018";"16596";"2171";"2134";"6655";"3342";"2294";3545407
"Salto Grande";"2019";"18072";"2340";"2394";"6919";"3787";"2632";3545407
"Sandovalina";"2015";"6919";"2069";"628";"1905";"1417";"900";3545506
"Sandovalina";"2016";"7390";"2978";"318";"1837";"1391";"865";3545506
"Sandovalina";"2017";"7290";"2775";"328";"1924";"1362";"901";3545506
"Sandovalina";"2018";"7272";"2598";"425";"1989";"1332";"928";3545506
"Sandovalina";"2019";"6866";"2028";"359";"2108";"1375";"996";3545506
"Santa Adélia";"2015";"25327";"5552";"226";"12387";"2809";"4353";3545605
"Santa Adélia";"2016";"24459";"4456";"231";"12426";"3094";"4253";3545605
"Santa Adélia";"2017";"25294";"4424";"233";"13127";"2987";"4523";3545605
"Santa Adélia";"2018";"25892";"4583";"250";"13366";"3266";"4426";3545605
"Santa Adélia";"2019";"27456";"5555";"217";"13832";"3506";"4347";3545605
"Santa Albertina";"2015";"10756";"2335";"518";"4587";"1855";"1462";3545704
"Santa Albertina";"2016";"10837";"2538";"120";"4654";"1995";"1530";3545704
"Santa Albertina";"2017";"11319";"2535";"133";"5014";"2019";"1618";3545704
"Santa Albertina";"2018";"11736";"2588";"145";"5274";"2088";"1640";3545704
"Santa Albertina";"2019";"12373";"2802";"154";"5587";"2102";"1728";3545704
"Santa Bárbara d'Oeste";"2015";"662774";"78065";"380026";"159123";"2351";"43209";3545803
"Santa Bárbara d'Oeste";"2016";"647295";"75856";"365499";"159561";"2379";"44000";3545803
"Santa Bárbara d'Oeste";"2017";"663824";"77266";"376832";"161973";"2209";"45543";3545803
"Santa Bárbara d'Oeste";"2018";"642310";"75285";"355138";"162622";"1920";"47344";3545803
"Santa Bárbara d'Oeste";"2019";"661341";"77163";"363550";"169263";"1628";"49737";3545803
"Santa Branca";"2015";"28018";"2797";"8764";"11047";"1053";"4357";3546009
"Santa Branca";"2016";"25251";"2751";"6017";"11071";"1000";"4412";3546009
"Santa Branca";"2017";"24179";"2694";"5189";"11218";"1065";"4014";3546009
"Santa Branca";"2018";"24552";"2861";"4953";"11435";"1068";"4234";3546009
"Santa Branca";"2019";"25149";"2941";"5466";"11773";"1021";"3948";3546009
"Santa Clara d'Oeste";"2015";"7717";"1006";"41";"1639";"4446";"585";3546108
"Santa Clara d'Oeste";"2016";"6252";"1262";"41";"1587";"2794";"569";3546108
"Santa Clara d'Oeste";"2017";"6370";"1505";"44";"1818";"2397";"606";3546108
"Santa Clara d'Oeste";"2018";"7101";"1966";"46";"1931";"2529";"628";3546108
"Santa Clara d'Oeste";"2019";"9159";"1884";"604";"2108";"3844";"718";3546108
"Santa Cruz da Conceição";"2015";"33168";"1174";"24887";"3046";"2237";"1824";3546207
"Santa Cruz da Conceição";"2016";"30361";"1067";"22154";"3004";"2292";"1844";3546207
"Santa Cruz da Conceição";"2017";"31467";"1111";"22850";"3226";"2294";"1986";3546207
"Santa Cruz da Conceição";"2018";"29022";"1208";"20233";"3267";"2343";"1970";3546207
"Santa Cruz da Conceição";"2019";"30639";"1207";"21530";"3370";"2525";"2007";3546207
"Santa Cruz da Esperança";"2015";"3296";"416";"104";"1440";"808";"529";3546256
"Santa Cruz da Esperança";"2016";"3389";"404";"118";"1476";"802";"589";3546256
"Santa Cruz da Esperança";"2017";"3521";"388";"110";"1620";"794";"608";3546256
"Santa Cruz da Esperança";"2018";"3679";"387";"101";"1702";"869";"620";3546256
"Santa Cruz da Esperança";"2019";"3745";"370";"120";"1656";"966";"634";3546256
"Santa Cruz das Palmeiras";"2015";"42555";"10048";"1896";"19811";"4431";"6369";3546306
"Santa Cruz das Palmeiras";"2016";"41429";"9276";"1592";"19492";"4928";"6141";3546306
"Santa Cruz das Palmeiras";"2017";"44125";"9483";"1717";"20393";"6133";"6399";3546306
"Santa Cruz das Palmeiras";"2018";"44052";"11123";"1473";"20319";"4748";"6389";3546306
"Santa Cruz das Palmeiras";"2019";"47670";"13415";"1793";"20698";"5021";"6744";3546306
"Santa Cruz do Rio Pardo";"2015";"134473";"21062";"59862";"35027";"7510";"11011";3546405
"Santa Cruz do Rio Pardo";"2016";"128825";"19917";"53930";"35670";"8331";"10977";3546405
"Santa Cruz do Rio Pardo";"2017";"130263";"20283";"53855";"36556";"8474";"11095";3546405
"Santa Cruz do Rio Pardo";"2018";"136886";"21095";"56577";"37823";"9466";"11925";3546405
"Santa Cruz do Rio Pardo";"2019";"146557";"23676";"59978";"40564";"10130";"12210";3546405
"Santa Ernestina";"2015";"7166";"926";"61";"4115";"614";"1451";3546504
"Santa Ernestina";"2016";"6864";"766";"56";"4072";"672";"1297";3546504
"Santa Ernestina";"2017";"7535";"947";"55";"4393";"633";"1507";3546504
"Santa Ernestina";"2018";"7415";"949";"43";"4248";"543";"1632";3546504
"Santa Ernestina";"2019";"7652";"993";"27";"4452";"513";"1668";3546504
"Santa Fé do Sul";"2015";"81645";"17936";"21106";"30462";"2856";"9284";3546603
"Santa Fé do Sul";"2016";"79752";"16849";"20598";"29940";"2866";"9499";3546603
"Santa Fé do Sul";"2017";"78253";"18239";"13696";"32611";"3496";"10211";3546603
"Santa Fé do Sul";"2018";"85173";"18956";"17797";"34339";"4203";"9878";3546603
"Santa Fé do Sul";"2019";"98984";"20054";"26396";"37254";"4742";"10538";3546603
"Santa Gertrudes";"2015";"442552";"5827";"414536";"16376";"589";"5224";3546702
"Santa Gertrudes";"2016";"346661";"5113";"319675";"16024";"564";"5286";3546702
"Santa Gertrudes";"2017";"325293";"5371";"297320";"16667";"579";"5357";3546702
"Santa Gertrudes";"2018";"362849";"5563";"334709";"16699";"518";"5360";3546702
"Santa Gertrudes";"2019";"400059";"6460";"369836";"17350";"487";"5925";3546702
"Santa Isabel";"2015";"122369";"24711";"45460";"39518";"4560";"8120";3546801
"Santa Isabel";"2016";"119923";"23500";"43923";"39665";"4536";"8299";3546801
"Santa Isabel";"2017";"130848";"26047";"48270";"41962";"4668";"9902";3546801
"Santa Isabel";"2018";"225415";"25632";"43349";"42047";"4776";"109612";3546801
"Santa Isabel";"2019";"223599";"29027";"38169";"42617";"5230";"108557";3546801
"Santa Lúcia";"2015";"9289";"1162";"24";"5413";"619";"2071";3546900
"Santa Lúcia";"2016";"8881";"1089";"21";"5343";"605";"1823";3546900
"Santa Lúcia";"2017";"9027";"1061";"23";"5445";"604";"1894";3546900
"Santa Lúcia";"2018";"9171";"970";"27";"5526";"607";"2040";3546900
"Santa Lúcia";"2019";"9479";"958";"29";"5718";"589";"2185";3546900
"Santa Maria da Serra";"2015";"12723";"1336";"4180";"4499";"1545";"1163";3547007
"Santa Maria da Serra";"2016";"10964";"1708";"2353";"4357";"1365";"1181";3547007
"Santa Maria da Serra";"2017";"12237";"2389";"2469";"4591";"1623";"1166";3547007
"Santa Maria da Serra";"2018";"14095";"2386";"3927";"4813";"1741";"1228";3547007
"Santa Maria da Serra";"2019";"15334";"2879";"4497";"4919";"1783";"1256";3547007
"Santa Mercedes";"2015";"4192";"558";"111";"2005";"787";"730";3547106
"Santa Mercedes";"2016";"3843";"451";"49";"1990";"668";"685";3547106
"Santa Mercedes";"2017";"4214";"481";"47";"2148";"722";"817";3547106
"Santa Mercedes";"2018";"4282";"493";"37";"2141";"763";"848";3547106
"Santa Mercedes";"2019";"4766";"544";"38";"2225";"1093";"866";3547106
"Santa Rita d'Oeste";"2015";"4239";"499";"119";"1712";"1221";"687";3547403
"Santa Rita d'Oeste";"2016";"4233";"485";"62";"1736";"1255";"695";3547403
"Santa Rita d'Oeste";"2017";"4747";"537";"147";"1867";"1407";"789";3547403
"Santa Rita d'Oeste";"2018";"4998";"557";"163";"1936";"1470";"872";3547403
"Santa Rita d'Oeste";"2019";"5440";"577";"188";"2054";"1752";"869";3547403
"Santa Rita do Passa Quatro";"2015";"55009";"10616";"12434";"20005";"5317";"6638";3547502
"Santa Rita do Passa Quatro";"2016";"55723";"9822";"15239";"19608";"5053";"6002";3547502
"Santa Rita do Passa Quatro";"2017";"60067";"10231";"17231";"20607";"5399";"6600";3547502
"Santa Rita do Passa Quatro";"2018";"60560";"10070";"17125";"20859";"5397";"7109";3547502
"Santa Rita do Passa Quatro";"2019";"65461";"10135";"20272";"21498";"5421";"8135";3547502
"Santa Rosa de Viterbo";"2015";"201193";"6378";"168538";"18476";"3257";"4544";3547601
"Santa Rosa de Viterbo";"2016";"199674";"5481";"168331";"18150";"3253";"4458";3547601
"Santa Rosa de Viterbo";"2017";"201811";"5341";"169896";"18591";"3229";"4753";3547601
"Santa Rosa de Viterbo";"2018";"196489";"5465";"164099";"18945";"3253";"4727";3547601
"Santa Rosa de Viterbo";"2019";"196879";"5801";"163435";"19566";"3158";"4919";3547601
"Santa Salete";"2015";"3027";"336";"21";"786";"1424";"461";3547650
"Santa Salete";"2016";"3337";"328";"21";"825";"1717";"447";3547650
"Santa Salete";"2017";"3793";"379";"13";"921";"2000";"481";3547650
"Santa Salete";"2018";"4354";"434";"8";"976";"2441";"495";3547650
"Santa Salete";"2019";"4963";"437";"15";"1046";"2983";"483";3547650
"Santana da Ponte Pensa";"2015";"2621";"458";"21";"925";"675";"543";3547205
"Santana da Ponte Pensa";"2016";"2656";"434";"27";"939";"701";"556";3547205
"Santana da Ponte Pensa";"2017";"2920";"441";"23";"1005";"864";"587";3547205
"Santana da Ponte Pensa";"2018";"3313";"488";"19";"1042";"1156";"608";3547205
"Santana da Ponte Pensa";"2019";"3461";"482";"19";"1062";"1302";"597";3547205
"Santana de Parnaíba";"2015";"479384";"126599";"161853";"162895";"17";"28020";3547304
"Santana de Parnaíba";"2016";"479547";"129709";"156912";"164805";"19";"28103";3547304
"Santana de Parnaíba";"2017";"507724";"141626";"166982";"170893";"22";"28201";3547304
"Santana de Parnaíba";"2018";"528484";"158738";"170521";"171124";"27";"28073";3547304
"Santana de Parnaíba";"2019";"559232";"176872";"174653";"180509";"75";"27123";3547304
"Santo Anastácio";"2015";"31196";"6592";"2417";"14808";"2794";"4585";3547700
"Santo Anastácio";"2016";"29895";"6114";"1724";"14754";"2902";"4401";3547700
"Santo Anastácio";"2017";"30145";"5997";"1863";"14996";"3030";"4259";3547700
"Santo Anastácio";"2018";"31165";"6125";"2349";"15197";"3307";"4187";3547700
"Santo Anastácio";"2019";"32989";"6333";"2644";"16228";"3344";"4440";3547700
"Santo André";"2015";"2794729";"569161";"1440383";"667227";"1";"117957";3547809
"Santo André";"2016";"2801689";"542312";"1472093";"673252";"1";"114031";3547809
"Santo André";"2017";"2791481";"534093";"1451473";"689932";"2";"115982";3547809
"Santo André";"2018";"2813034";"543829";"1459878";"693853";"2";"115472";3547809
"Santo André";"2019";"2803407";"564630";"1421927";"702746";"1";"114104";3547809
"Santo Antônio da Alegria";"2015";"9674";"737";"373";"4122";"3064";"1378";3547908
"Santo Antônio da Alegria";"2016";"9907";"711";"408";"4260";"3048";"1479";3547908
"Santo Antônio da Alegria";"2017";"10329";"761";"458";"4538";"3104";"1468";3547908
"Santo Antônio da Alegria";"2018";"10482";"784";"435";"4620";"3141";"1502";3547908
"Santo Antônio da Alegria";"2019";"10573";"826";"412";"4827";"2969";"1539";3547908
"Santo Antônio de Posse";"2015";"49783";"14785";"3825";"14084";"12045";"5045";3548005
"Santo Antônio de Posse";"2016";"69381";"18234";"17681";"14699";"13371";"5396";3548005
"Santo Antônio de Posse";"2017";"78050";"19533";"23192";"15568";"14078";"5679";3548005
"Santo Antônio de Posse";"2018";"79086";"19394";"24604";"15671";"13873";"5544";3548005
"Santo Antônio de Posse";"2019";"53606";"15575";"3319";"15395";"13236";"6082";3548005
"Santo Antônio do Aracanguá";"2015";"20358";"2285";"2054";"8000";"5450";"2568";3548054
"Santo Antônio do Aracanguá";"2016";"20765";"3444";"416";"7889";"6393";"2623";3548054
"Santo Antônio do Aracanguá";"2017";"20539";"2954";"465";"8412";"5899";"2809";3548054
"Santo Antônio do Aracanguá";"2018";"22935";"3259";"471";"8949";"7438";"2817";3548054
"Santo Antônio do Aracanguá";"2019";"23959";"3178";"490";"9595";"7715";"2981";3548054
"Santo Antônio do Jardim";"2015";"10018";"1100";"1202";"2654";"4156";"906";3548104
"Santo Antônio do Jardim";"2016";"9992";"941";"1208";"2655";"4315";"872";3548104
"Santo Antônio do Jardim";"2017";"9991";"1001";"989";"2786";"4332";"883";3548104
"Santo Antônio do Jardim";"2018";"10482";"1002";"1108";"2839";"4615";"917";3548104
"Santo Antônio do Jardim";"2019";"10085";"991";"903";"2868";"4406";"916";3548104
"Santo Antônio do Pinhal";"2015";"11157";"2033";"186";"5261";"2008";"1668";3548203
"Santo Antônio do Pinhal";"2016";"11169";"2132";"168";"5204";"2021";"1645";3548203
"Santo Antônio do Pinhal";"2017";"12328";"2287";"168";"5854";"2184";"1836";3548203
"Santo Antônio do Pinhal";"2018";"12593";"2441";"166";"6114";"2138";"1735";3548203
"Santo Antônio do Pinhal";"2019";"12802";"2507";"108";"6291";"2120";"1776";3548203
"Santo Expedito";"2015";"3993";"490";"115";"1960";"462";"967";3548302
"Santo Expedito";"2016";"4065";"550";"35";"2040";"471";"970";3548302
"Santo Expedito";"2017";"4269";"620";"35";"2115";"484";"1015";3548302
"Santo Expedito";"2018";"4228";"632";"17";"2231";"466";"881";3548302
"Santo Expedito";"2019";"4418";"619";"18";"2414";"464";"903";3548302
"Santópolis do Aguapeí";"2015";"5314";"745";"18";"2996";"243";"1312";3548401
"Santópolis do Aguapeí";"2016";"5239";"753";"15";"2905";"238";"1328";3548401
"Santópolis do Aguapeí";"2017";"5411";"791";"16";"3026";"249";"1329";3548401
"Santópolis do Aguapeí";"2018";"5542";"819";"16";"3077";"264";"1365";3548401
"Santópolis do Aguapeí";"2019";"5738";"788";"15";"3207";"288";"1440";3548401
"Santos";"2015";"1418896";"601237";"141040";"590321";"-";"86298";3548500
"Santos";"2016";"1359997";"599339";"133012";"545001";"-";"82644";3548500
"Santos";"2017";"1391860";"608278";"129025";"567863";"-";"86695";3548500
"Santos";"2018";"1392276";"608176";"131752";"567676";"-";"84671";3548500
"Santos";"2019";"1415304";"613530";"128335";"589977";"-";"83463";3548500
"São Bento do Sapucaí";"2015";"13978";"2470";"509";"6952";"2407";"1641";3548609
"São Bento do Sapucaí";"2016";"13983";"2437";"406";"7052";"2479";"1609";3548609
"São Bento do Sapucaí";"2017";"14873";"2483";"394";"7677";"2708";"1612";3548609
"São Bento do Sapucaí";"2018";"15106";"2583";"378";"7733";"2833";"1580";3548609
"São Bento do Sapucaí";"2019";"15320";"2770";"226";"7799";"2879";"1646";3548609
"São Bernardo do Campo";"2015";"2748618";"546786";"1292298";"699401";"182";"209951";3548708
"São Bernardo do Campo";"2016";"2628398";"513195";"1186315";"714125";"192";"214572";3548708
"São Bernardo do Campo";"2017";"2644527";"497981";"1214968";"726116";"192";"205270";3548708
"São Bernardo do Campo";"2018";"2640916";"501411";"1211973";"726636";"103";"200795";3548708
"São Bernardo do Campo";"2019";"2604463";"508136";"1174980";"723563";"97";"197687";3548708
"São Caetano do Sul";"2015";"786493";"185189";"327220";"182568";"-";"91515";3548807
"São Caetano do Sul";"2016";"777084";"181238";"328496";"180163";"-";"87187";3548807
"São Caetano do Sul";"2017";"793245";"188877";"317512";"190622";"-";"96234";3548807
"São Caetano do Sul";"2018";"774838";"192649";"302080";"189585";"-";"90524";3548807
"São Caetano do Sul";"2019";"760496";"194643";"280655";"194818";"-";"90380";3548807
"São Carlos";"2015";"878415";"138939";"385526";"231903";"24028";"98019";3548906
"São Carlos";"2016";"855663";"135982";"361926";"232548";"23991";"101217";3548906
"São Carlos";"2017";"870275";"135722";"369076";"236682";"25598";"103197";3548906
"São Carlos";"2018";"883974";"138049";"374560";"239978";"26447";"104940";3548906
"São Carlos";"2019";"896783";"143712";"372205";"247273";"27210";"106384";3548906
"São Francisco";"2015";"3967";"403";"60";"1676";"1113";"714";3549003
"São Francisco";"2016";"3925";"411";"58";"1647";"1117";"693";3549003
"São Francisco";"2017";"4292";"445";"62";"1805";"1199";"780";3549003
"São Francisco";"2018";"4373";"465";"63";"1881";"1234";"730";3549003
"São Francisco";"2019";"4553";"462";"55";"1970";"1316";"750";3549003
"São João da Boa Vista";"2015";"353202";"51670";"197290";"69149";"14123";"20969";3549102
"São João da Boa Vista";"2016";"358266";"50444";"205957";"69011";"13811";"19043";3549102
"São João da Boa Vista";"2017";"370063";"50936";"211712";"72911";"14308";"20196";3549102
"São João da Boa Vista";"2018";"412632";"49201";"255357";"73748";"14336";"19991";3549102
"São João da Boa Vista";"2019";"382919";"50302";"222308";"75686";"14233";"20390";3549102
"São João das Duas Pontes";"2015";"3462";"418";"14";"1759";"698";"573";3549201
"São João das Duas Pontes";"2016";"3414";"398";"13";"1726";"648";"628";3549201
"São João das Duas Pontes";"2017";"3510";"381";"14";"1828";"700";"587";3549201
"São João das Duas Pontes";"2018";"3701";"454";"17";"1868";"753";"608";3549201
"São João das Duas Pontes";"2019";"3755";"450";"17";"1902";"760";"626";3549201
"São João de Iracema";"2015";"2759";"258";"27";"1039";"928";"508";3549250
"São João de Iracema";"2016";"2739";"220";"28";"1027";"987";"477";3549250
"São João de Iracema";"2017";"2942";"209";"33";"1150";"1016";"533";3549250
"São João de Iracema";"2018";"2896";"232";"27";"1182";"876";"578";3549250
"São João de Iracema";"2019";"3015";"257";"24";"1225";"885";"624";3549250
"São João do Pau d'Alho";"2015";"3509";"330";"156";"1543";"837";"643";3549300
"São João do Pau d'Alho";"2016";"3406";"296";"127";"1567";"793";"623";3549300
"São João do Pau d'Alho";"2017";"3716";"309";"215";"1716";"802";"674";3549300
"São João do Pau d'Alho";"2018";"3888";"347";"280";"1762";"805";"695";3549300
"São João do Pau d'Alho";"2019";"4301";"765";"48";"1900";"757";"831";3549300
"São Joaquim da Barra";"2015";"118801";"19554";"40478";"41312";"2473";"14985";3549409
"São Joaquim da Barra";"2016";"116169";"18963";"38436";"40893";"2550";"15327";3549409
"São Joaquim da Barra";"2017";"124971";"19472";"44522";"42260";"2734";"15983";3549409
"São Joaquim da Barra";"2018";"127346";"18922";"46072";"42903";"2777";"16671";3549409
"São Joaquim da Barra";"2019";"129393";"18778";"46411";"45003";"2688";"16513";3549409
"São José da Bela Vista";"2015";"10872";"1276";"115";"4884";"3393";"1203";3549508
"São José da Bela Vista";"2016";"10767";"1222";"110";"5000";"3225";"1210";3549508
"São José da Bela Vista";"2017";"11061";"1137";"105";"5173";"3481";"1166";3549508
"São José da Bela Vista";"2018";"11178";"1088";"98";"5251";"3618";"1123";3549508
"São José da Bela Vista";"2019";"11162";"1069";"110";"5310";"3527";"1147";3549508
"São José do Barreiro";"2015";"4637";"692";"243";"2171";"987";"544";3549607
"São José do Barreiro";"2016";"4828";"733";"260";"2253";"1006";"575";3549607
"São José do Barreiro";"2017";"5344";"752";"304";"2484";"1175";"630";3549607
"São José do Barreiro";"2018";"5666";"738";"334";"2515";"1318";"761";3549607
"São José do Barreiro";"2019";"5628";"694";"362";"2542";"1302";"728";3549607
"São José do Rio Pardo";"2015";"164902";"24015";"63519";"43083";"15464";"18821";3549706
"São José do Rio Pardo";"2016";"172473";"23999";"72042";"42919";"15014";"18498";3549706
"São José do Rio Pardo";"2017";"178007";"24054";"75336";"43756";"16251";"18609";3549706
"São José do Rio Pardo";"2018";"180188";"24086";"77815";"44184";"15990";"18113";3549706
"São José do Rio Pardo";"2019";"187966";"25272";"81334";"45850";"16554";"18954";3549706
"São José do Rio Preto";"2015";"1135253";"399774";"90063";"504481";"5034";"135902";3549805
"São José do Rio Preto";"2016";"1134542";"382283";"81040";"490636";"43232";"137352";3549805
"São José do Rio Preto";"2017";"1157751";"384902";"84413";"502904";"45875";"139656";3549805
"São José do Rio Preto";"2018";"1191048";"390456";"88182";"523279";"49805";"139325";3549805
"São José do Rio Preto";"2019";"1240150";"404246";"91575";"558804";"43745";"141780";3549805
"São José dos Campos";"2015";"1778746";"426207";"614209";"546584";"4455";"187290";3549904
"São José dos Campos";"2016";"1863937";"420740";"655956";"596669";"4386";"186186";3549904
"São José dos Campos";"2017";"1918025";"429600";"749063";"558236";"4354";"176771";3549904
"São José dos Campos";"2018";"1825796";"431393";"650674";"562025";"4333";"177370";3549904
"São José dos Campos";"2019";"1920110";"456219";"694725";"580434";"4004";"184728";3549904
"São Lourenço da Serra";"2015";"24593";"2553";"1021";"10908";"6792";"3318";3549953
"São Lourenço da Serra";"2016";"24594";"2650";"674";"10887";"6812";"3572";3549953
"São Lourenço da Serra";"2017";"25513";"2655";"448";"11221";"7659";"3529";3549953
"São Lourenço da Serra";"2018";"24890";"2644";"611";"10991";"7409";"3235";3549953
"São Lourenço da Serra";"2019";"23879";"2816";"613";"10721";"7684";"2044";3549953
"São Luiz do Paraitinga";"2015";"14433";"1944";"312";"5520";"4852";"1805";3550001
"São Luiz do Paraitinga";"2016";"14253";"1880";"309";"5492";"4792";"1781";3550001
"São Luiz do Paraitinga";"2017";"15499";"1974";"327";"6419";"4922";"1857";3550001
"São Luiz do Paraitinga";"2018";"15755";"2024";"357";"6575";"4884";"1916";3550001
"São Luiz do Paraitinga";"2019";"16175";"2061";"359";"6672";"5243";"1840";3550001
